Game ID,Black Player,White Player,Result,Winner,Final Board
371068,於之莹,崔精,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . 1 2 . . . . . . . . . 1 . 2 1 . .
. . 1 . 2 1 2 . 2 . . 1 1 2 . 1 1 . .
. . 1 2 . 2 . . . . 2 2 1 . 2 1 . . .
. . . . . . . . . 2 . . 2 . . . . . .
. . . 1 . 1 2 . 2 2 1 1 . 2 . . 1 . .
. . 1 . . . 2 1 . 1 2 . 1 . 2 . 1 2 .
. . 2 2 . 2 1 . 1 . 2 1 . . . . . 2 .
. . . . . . 1 1 . 1 1 1 2 2 2 . . . .
. . . . . 2 2 . 2 . 2 2 1 1 2 . 2 . .
. . . 2 . . . . . 2 2 1 1 1 1 2 . . .
. . 1 1 1 . 2 . 1 1 2 2 2 . 1 2 . . .
. . . . . 1 2 . 1 2 2 2 1 1 . 1 2 . .
. 2 2 2 1 2 1 . 1 1 1 2 2 . . 1 2 . .
. . 1 2 1 . 1 . . . . 1 2 . 2 1 1 1 .
. . . 2 . 1 . . . . . 1 2 . 2 . 1 . .
. . . . 2 1 . . . . . 1 2 2 1 1 . . .
. . 2 . 2 1 . . . . 1 2 2 . 2 1 . . .
. . . 2 1 1 . . . . 1 1 2 2 2 1 . . ."
371110,崔精,曹又尹,黑中盘胜,B,". . . . . . . . . . . . . . . . . . .
. . . 1 1 . . . . . . . . 1 . . . . .
. . . . 2 1 . . . . . . 2 1 . . 1 . .
. . . 2 . . . 1 1 1 2 . 1 2 1 1 2 . .
. . . . . 1 1 2 2 2 2 . 1 2 . . 2 . .
. . 2 . . 1 2 1 . . . 1 1 2 1 1 2 . .
. . . . . . 2 2 2 . . 2 1 1 2 2 2 . .
. . . . . . 1 . . . 1 1 2 2 . . 2 . .
. . . 2 . . . . 2 . 1 2 2 . 2 2 . . .
. . . . . 2 . 2 . 2 1 1 1 2 1 1 . 2 .
. . . 2 . 1 1 2 1 1 2 . 2 1 1 . . . .
. . . . 1 . 2 1 1 2 2 . 2 2 . 1 . . .
. . 2 . . 1 2 1 . . . . . . . . . 1 .
. . . . 1 . 1 2 2 . . . 2 1 . 2 2 . .
. . 1 1 . . 1 1 . 1 . . 2 1 . . 1 1 .
. 1 2 . . 2 1 . 1 . . . 2 1 . 1 1 2 .
. 2 . 2 2 2 2 1 . . . 2 1 . . 1 2 2 .
. . 2 . . 2 1 . . . . . . . 1 2 . 2 .
. . . . . . . . . . . . . . . . 2 . ."
371150,李瑟娥,崔精,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . . 1 2 . . . . 2 1 . . . . . . . .
. 1 . 1 2 . 2 2 . 2 . 1 . 1 1 1 1 1 .
1 . . 1 2 . 1 . . 1 . 1 2 . 2 2 1 2 .
. 1 1 . 2 1 . 1 . . . . 2 . . . 2 2 .
. . 1 2 2 2 1 . 1 1 2 1 . . . 2 . . .
1 1 2 2 1 2 1 . . 2 1 1 2 . . . . . .
2 2 2 2 1 1 . 1 2 . 1 2 2 2 . 1 . . .
1 2 . 2 . 1 1 . . 2 2 1 2 . 1 . . . .
. 1 2 1 . . 2 . 2 1 2 . 1 . 1 2 . . .
. 1 1 . 1 . . . . 1 1 2 . 2 2 . 2 . .
. . 1 1 . . . . . . . . . . . . . . .
. . 2 2 2 . . . . . 2 . . . . . . . .
. . 2 1 . . . . . . . . 2 2 . . 1 2 2
. . . . 1 . . . . . . 1 1 2 . . 2 2 1
. . 2 2 2 1 . . 1 . . . . 1 2 2 2 1 1
. 2 . 2 1 . . . . . . . . 1 . 1 1 1 .
. . 2 1 . 1 . . . . . . . . . . . . .
. 2 1 1 . . . . . . . . . . . . . . ."
371200,金明训,崔精,黑中盘胜,B,". 1 . 1 . . . . . 1 . 2 . . . . . . .
2 2 1 . . . . . 1 . 1 2 . . 2 . 2 . .
. . 2 1 1 1 . 1 1 1 2 1 2 2 1 2 . . .
. . 2 2 1 2 . 1 2 2 2 1 2 1 1 1 1 . .
. 2 2 1 2 2 2 2 . . . . . . 1 2 1 . .
2 . 2 1 . . 1 2 . . . . . . 1 2 . 2 .
. 2 1 . 1 . . 2 . 2 2 2 2 2 1 2 . 2 .
. 1 1 . 1 1 1 2 1 1 1 1 1 2 . 1 . 1 .
. . . . 2 2 1 2 2 . . . . . . . 2 1 .
. . 2 . . . 1 1 2 . . . 1 2 . . 1 . .
. . . . 2 2 . . 1 2 . . . 1 . . . . .
. . . . . 1 . . 1 . . . . . . 1 . . .
. . . . . . . . . . . . 2 2 . . 1 . .
. . . 2 . . . . 1 . 1 1 1 2 . 2 1 . .
. . . . . 2 2 2 2 . 2 . . . 2 . . . .
. . 2 . 1 1 1 1 2 . 2 1 1 1 . 2 . 1 .
. . . 2 1 . 2 2 1 1 1 . . 2 . 2 . . .
. . . 2 . 1 . . . . . . . . . . . 1 .
. . . . . . . . . . . . . . . . . . ."
371205,崔精,李玟真,黑中盘胜,B,". . . . . . . . . . . . . . . . . . .
. . . . . 2 2 1 . . . . . . . . . . .
. . . 2 2 1 1 . 1 1 1 . 1 1 1 2 . . .
. . . 2 . 2 1 1 . 2 1 2 2 . 2 1 . . .
. . . . . . 2 2 . . 1 . . . 2 1 1 1 1
. . 2 2 . 2 1 2 . 2 . . . . . 2 2 2 1
. . 1 . . . 1 1 1 1 1 1 1 2 . . . . 2
. . . 1 . 1 1 2 1 . 2 . 2 2 . . . . .
. . . . . 1 2 2 1 2 1 2 . . . 2 2 2 .
. . 2 1 2 2 . . 1 1 . 1 . 2 1 1 2 . .
. . 2 2 . . . 2 2 2 1 . . 2 . . 1 2 .
. . . . . . . . . 1 . . 2 1 1 . 1 . .
. . . . . . . 2 2 2 . . . . . . . 1 .
. . 2 . . 2 1 2 1 1 2 2 . . . 2 2 1 .
. . . . . 1 . . 1 2 . 2 . 2 . . 1 . .
. . 2 2 . 1 2 . 1 2 2 . 2 2 1 1 . . .
. 1 1 . . 1 1 1 . 1 1 2 2 . 2 1 . . .
. . . 1 . . . . 1 . 1 . . . 1 2 1 . .
. . . . . . . . . . . . . . . . . . ."
371228,金多瑛,崔精,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . 2 1 2 . . 1 . . . 2 . . . . . . .
. . 1 1 1 2 . 2 1 . 1 2 . . . . . . .
. . . 1 2 2 . 2 . 2 . . . 1 . . 1 . .
. . . 1 1 1 . . 2 . 2 . 2 . 1 . . . .
. . 2 2 . . . 1 1 2 . . . . 1 2 . 2 .
. 1 . 1 1 . 1 1 2 2 . . . 1 . 2 . . .
. 2 1 . 1 . 2 2 1 . . . . 1 2 2 1 . .
. . 2 1 . . 1 . 2 . . 1 . 1 . . 1 . .
. . 2 2 1 1 2 2 . . 2 2 . . 2 2 1 . .
. . . 2 2 2 1 . . . 2 1 1 1 2 . 2 2 .
. 1 . 1 . . . . . . 2 2 1 . . . . . .
. . 1 1 2 . . . . . 2 1 . 1 2 2 1 1 .
. 2 2 1 2 . . . . . . . . . 2 1 1 . .
1 1 1 2 . . . . . . . . . . . 2 2 1 .
1 2 2 2 . 2 2 2 . . 2 . . 2 . 2 1 1 .
. 1 1 2 . 2 1 1 . 2 . . . 2 1 1 2 1 .
. . . 1 1 1 . . 1 1 2 . . . . 1 2 . .
. . . . . . . . . . . . . . . . . . ."
371351,伊田笃史,崔精,黑中盘胜,B,". . . . 1 1 1 . . . . . . . . . . . .
. . . . 1 2 1 . . 2 2 . . 1 . . . . .
. 1 1 1 2 . 2 . 2 1 1 . 2 1 . . . . .
. 1 2 2 2 . 2 . . . . . 2 1 . 1 . . .
. 2 2 1 1 2 2 . 1 . . 1 2 2 . . 1 . .
2 . . 2 1 . . 1 . . . . 2 . 2 2 2 1 .
. 2 2 1 . 2 1 . 1 . . . . 2 1 . 1 . .
. . 2 1 . 2 . 1 2 . 1 1 2 1 . 1 . 1 .
. . 2 1 2 2 2 2 . 2 . . 2 . . . . 2 .
. . . 1 1 2 1 1 . . 1 1 2 . 2 2 2 . .
. 1 . . 1 1 2 . . . . . . . . 1 1 . .
. . 1 . 1 2 2 . . . . . 1 1 . . . . .
. . 2 1 . 1 2 2 2 . 1 1 2 1 . . 1 . .
. . 2 . . 1 1 2 . 2 . 2 . 2 2 . . . .
. . . . . . 1 1 2 . . 2 . . . 2 . . .
. . . 2 . 2 2 1 . 2 . 1 . . . . . . .
. . . . 2 1 . 1 . . . . . . . 1 . . .
. . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . ."
371777,陈一鸣,崔精,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . . . . 2 2 2 1 . . . . . . . . . .
. 2 2 2 . . 1 . 1 . . . . . . . . . .
. 1 1 2 . 1 . . . 1 . . . 1 . 1 . . .
. . . 2 1 . . . 1 2 1 . . . . . 1 . .
. . 1 1 . . . . . 2 . 2 . . . . . . .
. . . . 1 . . . 2 . 2 . . . . . 1 . .
. 2 2 1 1 . . 2 2 2 1 . . 1 1 . 1 2 .
2 1 1 1 2 2 2 . 1 1 . 1 2 1 2 1 2 1 .
. 2 2 2 . . . 2 1 2 1 1 1 2 . 1 2 1 .
. . . . . . 1 2 2 2 . . . 2 . 1 2 1 .
. . 1 . 2 . . 1 2 1 1 1 . . . 2 2 2 .
. . . 1 2 . 1 1 1 1 2 2 2 2 . 1 2 . .
. . 2 2 1 1 . 1 1 2 2 . 1 . 2 . 2 . .
. . . . 2 . 1 2 2 1 1 . 1 2 . 2 . . .
. . . 2 . . 2 2 . 2 1 . . 1 . 1 2 . .
. . . 2 . 1 . . 2 2 2 1 1 . 1 1 2 . .
. . . . . . . . . . . 2 . 1 2 2 1 1 .
. . . . . . . . . . . . . . . . . . ."
371816,李赫,崔精,黑中盘胜,B,". . . . . . . . . . . . 1 . . . . . .
. . . 2 1 . . . . 1 . 1 2 . . . . . .
. 2 . 2 . 1 . 1 . . . . 2 . 2 2 1 2 .
1 . . 2 . 1 2 1 2 . 1 . . 2 1 2 2 . 1
. . . . . 1 . . . . . 2 2 1 1 1 . . .
1 2 2 . . . . 2 . . . . 1 . 1 . 1 1 .
. 1 . . 2 . 2 . 1 1 . . . . . 2 2 . .
. . 1 1 . . . . 1 2 1 . . 1 . . . . .
. . . . . . . 2 1 2 . 1 2 1 1 2 1 . .
. . . . . 2 . . 1 2 1 . 1 2 2 1 1 . .
. . 1 . 1 . . 2 2 . 2 1 1 . . 2 1 . .
. . 1 . . . . 2 . . 2 1 . 2 . 2 . . .
. 1 2 2 . . . 2 2 2 2 . 1 . . . 2 . .
. 1 1 2 . . 2 . . . 2 2 . . . 1 2 . .
2 . 1 2 . . . . . . 1 1 1 . 1 . 1 2 .
2 1 1 2 . . 1 . 2 2 . 1 2 1 1 1 2 . .
2 2 1 2 . 1 . . 1 1 1 . 2 . 2 2 2 . .
. 1 2 . 2 1 . . . . . 2 . . . . . . .
. . . . . . . . . 2 . . . . . . . . ."
371956,崔精,李志贤,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
. 2 2 2 . . 2 2 1 1 . . . . . . 1 . .
. 1 2 1 2 2 1 . 2 1 1 . . 1 . 1 2 . .
. . 1 . 1 2 . . 2 1 . . . . 1 . 1 2 .
. . 1 1 1 2 1 . 2 1 2 2 . . . 1 . . .
. . . 1 2 . . 2 . 2 1 1 . . . . . . .
. 1 . 1 2 . . 2 2 . . . . . 1 . . . .
. 1 2 2 . . . . . 1 1 . 2 . . . . . .
. . . . . 1 . 1 1 . . 2 . 2 . . . . .
1 . 1 2 . . . . 2 1 . 1 2 1 1 1 1 1 .
. . 1 2 . . . 1 2 1 . 1 1 2 1 2 2 . .
. 2 2 2 . 1 . 1 2 1 2 . 2 2 . . . . .
. . . . . . . 1 2 . 2 . . 2 . 2 1 2 .
. . 2 . . . . . 2 . . . . 1 . . . . .
. 2 . . . . 2 . . . . . . . . 1 2 . .
2 1 2 2 1 1 . . . . . 2 2 1 . 1 2 . .
. 1 1 2 2 1 2 . . . . 2 . 2 1 2 . 2 .
. 1 . 1 1 2 2 2 . . 2 1 2 1 1 2 2 . .
. . . . . 1 . . . . . . . . . . . . ."
372076,崔精,金起用,黑中盘胜,B,". . . . . . . . . . . . . . . . . . .
. . . . . . . 2 . . . . 2 1 . . . . .
. . . 2 . 2 2 1 1 . 1 2 . . 1 . . . .
. . . . 2 . 1 . . 1 . . . . 1 . 1 . .
. . 1 2 1 1 . . . . . 2 . . 2 1 . . .
. 2 2 2 . . . . . . 1 2 . . 2 2 1 . .
. . . . . . . . . . 1 . . . . 1 1 . .
. 1 . 1 1 1 1 . 1 1 2 2 2 . 2 2 1 . .
. . 1 2 2 2 . . . 2 . . . . . 2 1 . .
. . 2 2 2 . . 1 . 2 2 1 1 2 2 1 . . .
. . 2 . . 2 . . 2 1 . 2 1 . . . 1 . .
. . 2 . 2 1 1 1 1 2 2 . 1 2 2 . . . .
. 2 . . . 2 . 1 . 1 1 1 . 2 1 . 1 . .
. . 2 2 2 . 2 2 1 . . . 2 2 1 . 1 . .
. 2 . . . . . . 2 . 1 1 1 2 2 2 2 2 .
2 1 . 1 . . . 2 . . 1 2 1 1 . 2 1 1 .
. 2 1 . . 1 . 1 2 2 2 2 2 2 1 1 2 1 .
. . . . . . 1 . 1 . . . . . . 1 . . .
. . . . . . . 1 . . . . . . . . . . ."
372386,崔精,李世石,白中盘胜,W,". . . . . . . . . . . . . . 1 2 . . .
. 1 1 . . . . . . . . . 1 2 1 . 1 2 .
1 2 1 2 1 . 2 . 1 . . . 1 2 1 1 2 2 .
1 . 2 1 1 . . . . . . . 1 1 2 2 1 . .
2 2 2 1 2 2 2 . . . . . . 2 . . 2 . .
. 1 1 2 1 . . . . . . . . . 2 2 . . .
. 2 2 2 . . . . . . . . . 1 1 2 1 1 .
. . . . . . 2 . . . . . . . . . . 2 .
. . . . . . . . 1 . . . . 1 2 2 2 2 .
. . . . . . . . . . 2 . 1 . 1 . 1 1 .
. . . 2 . . 2 2 . . . . 2 . 1 . 1 . .
. . . 2 . . 1 . . 2 2 . . . . 2 2 1 .
. . 2 1 1 1 . 1 1 . 1 2 2 2 2 . . 1 .
. . 2 . . . 1 . . . 1 1 1 1 1 2 2 . .
. 1 1 1 1 1 2 . . . . . . . . . . . .
. . . 1 2 1 2 2 2 2 2 2 2 . . 2 2 . .
. 1 2 1 2 2 2 1 1 1 1 1 1 2 2 2 1 1 .
. 1 1 2 . 2 . 1 . . . . . 1 2 1 1 . .
. . 2 . 2 . . . . . . . . . 1 . . . ."
372820,崔精,黑嘉嘉,黑中盘胜,B,". . . . . . . . . . . . . . . . . . .
. 1 1 . . . . . . . . . . . . . . . .
. . 2 1 1 1 . 2 . . . 1 . . 1 1 2 . .
. . 2 2 1 2 2 . . . . . . . . 2 1 . .
. . . . 2 . . 1 . . . . . . . . . . .
. . 2 . . . 2 2 1 . . . . . . . . . .
. . . . . . 1 2 1 . . . . . . . . . .
. . . . . 2 2 1 . 1 . . 1 . 1 . 1 . .
. . . . 2 . 2 1 1 1 2 . . . . . . . .
. . . 2 . 2 1 2 1 1 1 2 2 2 2 2 2 1 .
. . . 2 1 2 1 2 2 1 2 1 2 1 2 1 1 . .
. . . 2 1 1 1 . 2 2 2 . 2 1 1 1 . 1 .
. . . 1 1 2 . 1 . 2 . . 1 1 2 . . . .
. . 1 . 1 2 1 1 2 . . 1 1 2 . 2 2 . .
. . . 1 . 2 1 . 1 2 2 2 2 . 2 2 1 . .
. 2 . 2 2 2 1 1 1 1 1 2 2 2 . 2 1 . .
. . . . 2 1 1 1 1 2 2 . 2 . 2 1 1 . .
. . . 2 . 2 1 . 2 . . . . 2 1 . . . .
. . . . 2 . . . . . . . . . . . . . ."
372832,於之莹,崔精,白中盘胜,W,". . . . . . . . . . . . 1 1 2 . 1 . .
. . . . . . . . 2 1 1 . 1 2 . 2 2 1 .
. . . 2 . . . 1 . 2 1 . 1 1 2 . 2 1 .
. 2 2 . . 2 . . . 2 . . 1 2 2 2 1 1 .
. 1 1 . . . 1 . 1 . . 1 2 1 . 1 . 1 .
. . . . 1 . . . 1 2 . 2 2 1 . 1 2 1 .
. . . 2 1 . . . . . . . . 1 . 2 . 2 .
. . . . 1 . . . 1 . 1 1 1 2 2 . 2 . .
. . . 2 2 . 2 . . . . 2 2 1 2 1 2 2 .
. . . . . . . . 2 2 . . . 1 1 1 2 . 2
. . . . . . . . 1 . . 2 2 . . 2 1 2 2
. . . . . . . . . 2 . 1 2 . 1 1 1 1 1
. . . . . . . . . . . 1 2 . . 2 2 . .
. . 2 . . . . 1 . 2 . 1 2 . . . . . 1
. . . . . . 1 . 1 1 . 1 2 . . . 2 1 .
. . . 2 . 2 2 . 2 . 1 . 1 2 2 2 1 . 1
. . . . . 1 . 2 . . 1 2 1 2 1 1 . 1 .
. . . 2 . . . . 2 1 2 2 2 1 1 . 1 2 .
. . . . . . . . . . . . . . . . . . ."
372861,崔精,洪性志,白中盘胜,W,". . . . 1 2 2 . . . . . . . . . . . .
. . . 1 . 1 2 . . . . . . . . . . . .
. . . . . 1 2 . . 2 2 2 1 1 1 1 1 1 .
. . 1 1 . 1 2 . . 1 . 1 . . 2 2 1 2 .
. . . . 2 . . 2 2 1 . 1 . 1 . . 2 2 .
. 1 1 . . 2 2 . . 2 2 . . . . 2 . . .
. . 2 2 . 2 1 2 2 . . 2 . . . . . . .
. . . . 2 1 1 1 1 1 . 1 2 . . . . . .
. . . 1 1 2 1 2 . . . . . . . . 2 . .
. . 1 2 1 2 2 1 . . . 2 2 1 . 2 . . .
. 2 2 2 2 1 . 1 . . . 1 1 . . . 1 . .
. . . 2 1 . . 1 2 . . 2 1 1 2 1 . . .
. . . . . . . . 1 1 1 1 2 1 2 . 1 . .
. . 2 . . . 2 . 2 . 1 2 2 2 . 2 1 . .
. . . . . 2 . . . . . 2 . . . . 2 1 .
. 2 2 2 2 1 1 1 . 2 . . . . . 2 2 1 .
. 2 1 2 1 2 1 1 2 . . . . 2 . 2 1 1 .
1 1 1 2 1 . 1 . 1 2 . . . . . . 2 1 .
. . . 1 . . . . 2 . . . . . . . . . ."
373389,杨子萱,崔精,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
2 1 . . . 1 1 1 . . . . . . . . . 2 .
. 2 1 1 1 2 2 2 1 1 . 1 . . . . 1 1 .
. . 2 2 2 1 . 2 2 2 1 1 . . . 1 1 2 1
. 2 . . . 1 . 1 . . 2 1 2 1 . . . 2 2
. . . . . . . . . 2 . 2 1 1 . . 2 . .
. . . 2 . . . . . . . 2 2 . . . . 2 .
. . 1 2 . 1 . 2 2 . 2 . . . 2 1 1 2 .
. 2 2 1 . . . . . 1 . . . . 2 1 2 2 .
. . 2 2 1 1 . 2 2 1 . . . 1 2 1 . 1 .
. 1 2 2 2 1 2 2 1 1 . . . . 2 1 . . .
. . 1 2 2 2 1 1 2 1 2 . 2 2 . 2 1 . .
. . . 1 2 1 2 1 . 1 2 . 1 1 2 2 1 . .
. . 1 . 1 1 . . . . 2 1 . 1 2 1 1 . .
. . 2 1 . 1 . . . . . . 1 2 . 2 . . .
. . 2 . . 2 1 . . . 2 2 1 2 . . 1 . .
. . . 2 1 . . . . 1 1 1 1 2 . 1 . . .
. . . 2 2 1 . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . ."
373460,李昌镐,崔精,黑中盘胜,B,". . . . . . . 1 . . . . . . . . . . .
. 1 . 2 2 1 1 2 1 1 . 2 . . . 2 1 . .
. 2 . 2 1 1 2 . 2 1 1 1 2 2 2 2 1 1 .
. . 2 2 2 1 . 2 2 1 2 2 1 1 1 1 1 . 1
. . 1 1 2 1 . 2 1 2 . . 2 2 2 2 2 1 .
. . 1 2 1 2 . 2 . . 2 . . . 1 1 2 . .
. . . 2 1 . . . . . . . . . . 2 . . .
. . 1 1 1 1 1 . 1 . 1 . . . . . . 2 .
. 2 . . . 2 1 . . . . . . . . . 2 1 .
. . 2 2 . . 1 2 . . . . . . 2 2 1 . 1
. . . . . 2 2 . . . . . . . . . 1 1 .
. . . . . . . . . . . . . 1 . 1 . . .
. . . . . . . . . . 2 . . . . . . . .
. . . . 2 2 . 2 1 . . . 1 1 . . . . .
. . 1 . . 1 2 . . . . 2 2 1 . . . . .
. . 2 2 . 1 2 . 1 . 2 . . 2 1 1 1 . .
. . . 2 . 1 1 . . 1 2 . . 2 1 . 1 . .
. . 2 2 1 . . . . 1 1 2 . 2 2 1 2 1 .
. . 2 1 1 . . . . . . . . . . 2 . . ."
373908,崔精,洪基杓,白胜4.5目,W,". . . . 2 1 . . . . . . . . . . . . .
2 1 1 2 1 . 1 1 1 . 1 . . . 1 . . . .
. 2 . 2 2 1 2 2 2 1 . . 1 . . . . . .
2 2 2 1 1 . 1 . . 2 1 2 1 2 . 1 . . .
1 2 1 . . . . 2 . . 2 2 2 2 1 1 . . .
. 1 1 1 . 1 . . . . . . . 2 2 1 . . .
. . 2 2 2 . . 2 . . . 2 1 2 2 2 1 . .
. . . . . 1 . . . 1 . 2 2 1 1 2 1 . .
. . . 2 . . 2 2 . . 1 1 . 1 . 1 2 . .
. . . . . . . 1 1 . . . 1 . . 1 2 . .
. . . . . . . 2 2 . 2 2 . . 1 . . 2 .
. . . . . . 2 1 2 . 2 1 1 1 . 2 2 . 2
. . . . . . . 1 2 1 1 2 . 2 . 2 1 2 .
. . . . . . . 1 . . . 2 . 2 1 2 1 1 2
. . . . . . . . . . 1 2 . 1 . 1 . . .
. . . 2 . . 2 1 . . 1 2 . . 1 1 . 1 .
. . . . . 2 1 1 . . 2 1 2 2 . 1 . . .
. . . . . . 2 1 . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . ."
375233,蔡李宸,崔精,黑胜3又3/4子,B,". . . . . . . . . . . . . . . . . . .
. . . 1 1 2 2 . 2 2 . . . . 2 2 2 1 .
. . 1 2 2 1 2 2 1 1 . . . . . 1 2 1 .
. 1 . . 1 1 1 1 2 . . . . 2 2 2 1 . .
. 2 1 . . . . 2 . 2 . . . 2 1 1 1 . .
. . 2 1 . . . . 2 . . . . . . . . . .
. . 2 1 2 . . . . . . . . . 2 . 1 . .
. . 2 2 1 1 1 2 2 . . 2 . 2 . 2 1 . .
. . 2 1 . . . 1 1 1 . . 2 1 2 1 . . .
. . 2 1 . 1 1 2 . . 2 . . 1 1 . . . .
. . . 2 2 . 1 2 . . . . 2 . . 1 2 . .
. . 2 . 1 . 1 2 . 2 . 1 1 . . 1 . . .
. . 2 1 . 1 2 2 . . . 1 2 . . . . . .
. . . 2 1 2 2 1 1 2 2 2 1 1 . . 1 . .
. . . 2 1 . 1 1 2 . 2 1 . . . . . . .
. . . 2 . 1 . 1 2 . 2 1 . 1 . . . . .
. . . . 2 1 . 1 1 2 2 1 1 2 . 1 . . .
. . . . 2 2 1 1 2 2 2 2 2 1 1 . . . .
. . . . . . . . 1 . . 2 1 . . . . . ."
379149,姜智洙,崔精,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . . . . . 1 . . . 1 1 2 . 1 . 1 . .
. . . 1 . 1 . 2 2 . 1 2 2 1 . 1 2 . .
. . 1 . . 1 . 2 1 1 1 2 . 1 1 2 1 . .
. 2 2 2 . 2 2 2 2 1 2 . 2 . . 2 1 2 .
. . . . . 2 1 . 1 1 2 . 2 1 . 2 2 1 .
. . . . . . 1 . 1 2 . 2 . 2 . 2 1 . .
. 1 2 2 . . . . . . . . . . . . 1 . .
2 2 . . 1 . 1 . 2 . . . . . . 2 1 . .
. 1 2 2 . . . . . . . . . . 2 . 2 . .
. . 1 . . . . . . . . . . . . . . . .
. 1 . . 1 . . . . . . . . . . 1 1 . .
. . 1 1 2 . . . . . . . . . 1 2 1 1 .
. 1 2 2 1 1 . . . . . . . . . . 2 1 .
. 2 2 1 . . . 2 . . 1 . . . . . 2 1 2
. . 2 . 2 . 2 1 . . . . . 1 . 2 2 2 .
. . . 2 1 . 2 1 . 2 . 1 . 1 2 . 1 . .
. . . . . 2 1 . 1 . . . . . 2 . . . .
. . . . . . 2 1 . . . . . . . . . . ."
381137,崔精,藤泽里菜,白中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . . . . . . . 1 . 2 2 2 . 1 . . . .
. . . . 2 1 1 . 1 2 . 1 . 2 1 . 2 . .
. . . 2 . 2 . . . 2 1 . . 2 . 1 . . .
. . . . . 1 1 . 1 1 1 2 1 2 . 1 2 1 .
. . 2 . . 1 2 2 . . 1 . 2 . . 1 1 2 .
. . . . 2 2 1 2 1 . . . 2 1 . 2 . 1 .
. . 2 2 1 1 1 1 2 . 1 . 2 . 2 . 2 2 .
. . . . 1 . 2 2 2 1 . 1 2 . . 2 . . .
. . 1 . . 2 . 1 1 2 1 . 1 . 2 1 1 . .
. . . . 2 . . . 2 2 . 1 . . 2 . . . .
. . . . . . . 2 2 1 1 . 1 . 2 1 1 . .
. . 1 . . . . 2 1 1 . 1 . 1 1 2 . . .
. . . 2 . . . . 2 2 1 . 2 . 2 2 1 2 .
. . 2 . . . . . . 1 2 1 2 . 2 1 1 1 .
. 1 1 2 2 . . 1 2 1 2 2 2 . 1 . . . .
. 1 . 1 2 . 2 . . 2 1 1 2 1 . 1 . . .
. . 1 1 2 . . . 2 . 2 1 1 . . . . . .
. . . . . . . . . . . . . . . . . . ."
381150,崔精,李赫,黑中盘胜,B,". . . . . . . . . . . . . 2 . 2 . . .
. . . . 2 . . . . . . . 2 . 2 . 2 . .
. . . . . 1 . 1 . . . 1 . 2 1 2 2 . .
. . 2 2 1 2 1 . . . . . 1 2 1 1 1 . .
. . 1 2 . 2 2 2 . . . . . 1 . . . . .
. . 1 2 2 . 1 1 1 . . . 1 . . . . . .
. . . 1 1 2 1 2 . . . . . . . . . . .
. . 1 . 1 1 2 2 . . . . . . . . . . .
. . . . . 2 1 1 1 . . . 1 . . 2 . . .
. . . . 2 . . . . . 2 . 1 2 2 1 1 . .
. . . . 1 2 . 2 . 2 . 2 2 1 2 2 . . .
. . 2 1 2 . . . 2 . 2 . . 1 2 . . . .
. 1 1 1 2 . 1 1 1 1 2 . . 1 1 2 2 1 .
1 . 1 2 2 . . . 2 2 . 1 2 . . . 1 2 .
. 1 2 2 . 1 . 1 1 2 . . 2 . 1 . . 2 .
. 1 1 2 . 2 1 . . 2 . 2 . 1 . 1 2 . .
. . 2 . 2 1 . 1 2 2 1 . 1 2 1 1 2 . .
. . . . 1 . 1 . 1 2 1 . . . 1 2 2 . .
. . . . . 1 . . . . . . . . . . . . ."
381762,李赫,崔精,黑中盘胜,B,". . 1 2 . . . . . . . . . . 2 . . . .
. 1 2 . 2 1 . . . . 2 . 2 2 . 2 . . .
. 1 1 2 . 1 . . 2 2 1 2 2 1 2 1 . . .
. 1 2 2 . 1 2 . 2 1 . 1 1 1 . 1 . . .
. . . . 2 . 1 1 1 1 1 . . . . . . . .
. . 1 1 2 2 . 1 . 1 . 2 2 . . . . . .
. . 1 2 1 . 2 2 1 2 2 . 1 . . . . . .
. 2 1 2 . 2 1 2 . 2 . 2 . . . . 1 . .
. 1 . 2 . 1 1 . 2 . 1 . . . . 1 . . .
. 1 1 2 . . . 1 2 . . . . 1 . 1 2 . .
. 2 2 2 . 1 . . 2 . . 1 . 1 2 2 . 2 .
. . . . . . 1 . 2 1 . 1 2 2 . . 1 1 .
. . . 1 . . . . . . 2 1 2 . . . . . 2
. . 1 . . . 1 . . . . . 1 2 2 2 2 2 .
. . 2 1 . 1 . . . . . . . 2 1 2 1 1 1
. . 2 . 1 2 1 1 . . . . 1 . 1 1 1 2 .
. . . 2 2 2 2 1 . . 1 . . 1 1 2 2 . .
. . . . . . . . . . . . 1 2 2 . . 2 .
. . . . . . . . . . . . . . . . . . ."
